
# Curve 0 of 3, 1000 points
# Curve title: "'+' using (x1):(0)"
# x y type
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
-1.16228  0  i
